style,pattern_name,time_step,kick,snare,hihat,tom1,tom2
rock,rock_136,13,0,0,0,1,0
rock,rock_136,14,0,0,0,0,1
rock,rock_136,15,0,0,0,0,0
rock,rock_137,0,0,0,0,1,1
rock,rock_137,1,0,0,0,0,0
rock,rock_137,2,0,0,0,0,0
rock,rock_137,3,0,0,0,1,1
rock,rock_137,4,1,0,0,1,1
rock,rock_137,5,0,0,0,0,0
rock,rock_137,6,0,0,0,0,0
rock,rock_137,7,0,0,0,1,1
rock,rock_137,8,1,0,0,1,1
rock,rock_137,9,0,1,0,0,0
rock,rock_137,10,0,0,0,0,0
rock,rock_137,11,0,1,0,0,0
rock,rock_137,12,0,1,0,0,0
rock,rock_137,13,0,1,0,0,0
rock,rock_137,14,0,0,0,0,0
rock,rock_137,15,0,1,0,0,0
rock,rock_138,0,0,0,1,0,0
rock,rock_138,1,0,0,0,0,0
rock,rock_138,2,0,0,0,0,0
rock,rock_138,3,0,0,0,0,0
rock,rock_138,4,0,1,0,0,0
rock,rock_138,5,0,0,0,0,0
rock,rock_138,6,1,0,0,0,0
rock,rock_138,7,0,0,0,0,0
rock,rock_138,8,0,0,0,0,1
rock,rock_138,9,0,0,0,0,0
rock,rock_138,10,0,0,0,0,0
rock,rock_138,11,0,0,0,0,0
rock,rock_138,12,0,0,1,1,0
rock,rock_138,13,0,0,0,0,0
rock,rock_138,14,0,0,0,1,0
rock,rock_138,15,0,0,0,0,0
rock,rock_139,0,0,0,0,0,0
rock,rock_139,1,0,0,0,0,0
rock,rock_139,2,0,0,0,0,0
rock,rock_139,3,0,0,0,0,0
rock,rock_139,4,0,1,0,0,0
rock,rock_139,5,1,0,0,0,0
rock,rock_139,6,0,0,0,0,0
rock,rock_139,7,0,0,0,0,0
rock,rock_139,8,1,0,1,0,0
rock,rock_139,9,0,0,0,0,0
rock,rock_139,10,0,0,0,0,0
rock,rock_139,11,0,0,0,0,0
rock,rock_139,12,0,1,0,0,0
rock,rock_139,13,0,0,0,0,0
rock,rock_139,14,1,0,0,0,0
rock,rock_139,15,0,0,0,0,0
rock,rock_140,0,0,0,0,0,0
rock,rock_140,1,0,0,0,0,0
rock,rock_140,2,0,0,0,0,0
rock,rock_140,3,0,0,0,0,0
rock,rock_140,4,0,1,0,0,0
rock,rock_140,5,0,0,0,0,0
rock,rock_140,6,0,1,0,0,0
rock,rock_140,7,0,0,0,0,0
rock,rock_140,8,0,1,0,0,0
rock,rock_140,9,0,1,0,0,0
rock,rock_140,10,0,1,0,0,0
rock,rock_140,11,0,0,1,0,0
rock,rock_140,12,0,0,0,1,0
rock,rock_140,13,0,0,0,1,0
rock,rock_140,14,0,0,0,0,1
rock,rock_140,15,0,0,0,0,0
rock,rock_141,0,1,0,1,0,0
rock,rock_141,1,1,0,0,0,0
rock,rock_141,2,0,0,1,0,0
rock,rock_141,3,1,0,0,0,0
rock,rock_141,4,0,1,1,0,0
rock,rock_141,5,0,0,0,0,0
rock,rock_141,6,0,0,1,0,0
rock,rock_141,7,0,0,0,0,0
rock,rock_141,8,1,0,1,0,0
rock,rock_141,9,0,0,0,0,0
rock,rock_141,10,0,0,1,0,0
rock,rock_141,11,0,0,0,0,0
rock,rock_141,12,0,1,1,0,0
rock,rock_141,13,0,0,0,0,0
rock,rock_141,14,0,0,1,0,0
rock,rock_141,15,0,0,0,0,0
rock,rock_142,0,0,1,0,0,0
rock,rock_142,1,0,0,0,0,0
rock,rock_142,2,0,0,0,0,0
rock,rock_142,3,0,0,0,1,0
rock,rock_142,4,0,0,1,1,0
rock,rock_142,5,0,0,0,1,0
rock,rock_142,6,0,0,0,0,0
rock,rock_142,7,0,0,0,0,0
rock,rock_142,8,0,0,1,0,1
rock,rock_142,9,0,0,0,0,0
rock,rock_142,10,0,0,0,0,1
rock,rock_142,11,0,0,0,0,0
rock,rock_142,12,0,1,0,0,0
rock,rock_142,13,1,0,0,0,0
rock,rock_142,14,0,0,0,0,0
rock,rock_142,15,0,0,0,0,0
rock,rock_143,0,1,0,1,0,0
rock,rock_143,1,0,0,0,0,0
rock,rock_143,2,0,0,1,0,0
rock,rock_143,3,0,0,0,0,0
rock,rock_143,4,1,1,0,0,0
rock,rock_143,5,0,0,0,0,0
rock,rock_143,6,0,0,1,0,0
rock,rock_143,7,0,0,0,0,0
rock,rock_143,8,1,0,1,0,0
rock,rock_143,9,0,0,0,0,0
rock,rock_143,10,0,0,1,0,0
rock,rock_143,11,0,0,0,0,0
rock,rock_143,12,1,1,0,0,0
rock,rock_143,13,0,0,0,0,0
rock,rock_143,14,0,0,1,0,0
rock,rock_143,15,0,0,0,0,0
rock,rock_144,0,0,0,0,0,0
rock,rock_144,1,0,1,0,0,0
rock,rock_144,2,0,1,0,0,0
rock,rock_144,3,0,1,0,0,0
rock,rock_144,4,1,1,0,0,0
rock,rock_144,5,0,1,0,0,0
rock,rock_144,6,0,1,0,0,0
rock,rock_144,7,0,1,0,0,0
rock,rock_144,8,1,1,0,0,0
rock,rock_144,9,0,1,0,0,0
rock,rock_144,10,0,1,0,0,0
rock,rock_144,11,1,1,0,0,0
rock,rock_144,12,0,1,0,0,0
rock,rock_144,13,0,1,0,0,0
rock,rock_144,14,0,1,0,0,0
rock,rock_144,15,1,1,0,0,0
rock,rock_145,0,0,1,0,0,0
rock,rock_145,1,0,1,0,0,0
rock,rock_145,2,0,1,0,0,0
rock,rock_145,3,1,0,0,0,0
rock,rock_145,4,0,0,0,0,1
rock,rock_145,5,0,0,0,0,0
rock,rock_145,6,0,1,0,0,0
rock,rock_145,7,0,1,0,0,0
rock,rock_145,8,0,1,0,0,0
rock,rock_145,9,1,0,0,0,0
rock,rock_145,10,0,0,0,1,1
rock,rock_145,11,0,0,0,0,0
rock,rock_145,12,0,1,0,0,0
rock,rock_145,13,0,1,0,0,0
rock,rock_145,14,0,1,0,0,0
rock,rock_145,15,1,0,0,0,0
rock,rock_146,0,1,1,0,0,1
rock,rock_146,1,0,0,0,0,0
rock,rock_146,2,1,1,0,0,1
rock,rock_146,3,0,0,0,0,0
rock,rock_146,4,1,1,0,0,1
rock,rock_146,5,0,0,0,0,0
rock,rock_146,6,1,1,0,0,1
rock,rock_146,7,0,0,0,0,0
rock,rock_146,8,1,1,0,0,0
rock,rock_146,9,0,1,0,0,0
rock,rock_146,10,1,1,0,0,0
rock,rock_146,11,0,1,0,0,0
rock,rock_146,12,1,0,0,1,0
rock,rock_146,13,0,0,0,1,0
rock,rock_146,14,0,0,0,0,1
rock,rock_146,15,0,0,0,0,1
rock,rock_147,0,0,1,0,0,0
rock,rock_147,1,0,1,0,0,0
rock,rock_147,2,1,0,0,0,0
rock,rock_147,3,0,0,0,0,0
rock,rock_147,4,0,1,0,0,0
rock,rock_147,5,0,1,0,0,0
rock,rock_147,6,1,0,0,0,0
rock,rock_147,7,0,0,0,0,0
rock,rock_147,8,0,0,0,1,0
rock,rock_147,9,0,0,0,0,0
rock,rock_147,10,0,0,0,0,0
rock,rock_147,11,0,0,0,1,0
rock,rock_147,12,0,0,0,1,0
rock,rock_147,13,0,0,0,0,0
rock,rock_147,14,0,0,0,0,0
rock,rock_147,15,0,0,0,0,0
rock,rock_148,0,0,0,0,0,0
rock,rock_148,1,0,0,0,0,0
rock,rock_148,2,0,0,0,0,0
rock,rock_148,3,0,0,0,0,0
rock,rock_148,4,0,0,0,0,0
rock,rock_148,5,0,0,0,0,0
rock,rock_148,6,0,1,0,0,0
rock,rock_148,7,0,1,0,0,0
rock,rock_148,8,0,0,0,1,0
rock,rock_148,9,0,0,0,1,0
rock,rock_148,10,0,1,0,0,0
rock,rock_148,11,0,0,0,1,0
rock,rock_148,12,0,0,0,1,0
rock,rock_148,13,0,1,0,0,0
rock,rock_148,14,0,0,0,1,0
rock,rock_148,15,0,0,0,0,0
rock,rock_149,0,0,1,0,0,0
rock,rock_149,1,0,1,0,0,0
rock,rock_149,2,0,1,0,0,0
rock,rock_149,3,0,1,0,0,0
rock,rock_149,4,0,1,0,0,0
rock,rock_149,5,0,1,0,0,0
rock,rock_149,6,0,1,0,0,0
rock,rock_149,7,0,1,0,0,0
rock,rock_149,8,0,0,0,1,0
rock,rock_149,9,0,0,0,1,0
rock,rock_149,10,0,0,0,1,0
rock,rock_149,11,0,0,0,1,0
rock,rock_149,12,0,0,0,0,1
rock,rock_149,13,0,0,0,0,1
rock,rock_149,14,0,0,0,0,1
rock,rock_149,15,0,0,0,0,1
rock,rock_150,0,1,0,0,0,0
rock,rock_150,1,1,0,0,0,0
rock,rock_150,2,0,0,0,0,0
rock,rock_150,3,0,0,0,0,0
rock,rock_150,4,0,1,1,0,0
rock,rock_150,5,0,0,0,0,0
rock,rock_150,6,0,0,0,0,0
rock,rock_150,7,0,1,0,0,0
rock,rock_150,8,1,0,1,0,0
rock,rock_150,9,0,0,0,0,0
rock,rock_150,10,1,0,0,0,0
rock,rock_150,11,0,0,0,0,0
rock,rock_150,12,0,1,1,0,0
rock,rock_150,13,0,0,0,0,0
rock,rock_150,14,0,0,0,0,0
rock,rock_150,15,0,1,0,0,0
rock,rock_151,0,1,0,0,0,0
rock,rock_151,1,0,0,0,0,0
rock,rock_151,2,0,0,0,0,0
rock,rock_151,3,0,0,0,0,0
rock,rock_151,4,0,0,0,0,0
rock,rock_151,5,0,0,0,0,0
rock,rock_151,6,1,0,0,0,0
rock,rock_151,7,0,0,0,0,0
rock,rock_151,8,0,1,0,0,0
rock,rock_151,9,0,0,1,0,0
rock,rock_151,10,0,0,0,0,0
rock,rock_151,11,0,0,0,0,0
rock,rock_151,12,0,0,0,0,0
rock,rock_151,13,0,0,0,0,0
rock,rock_151,14,1,0,0,0,0
rock,rock_151,15,1,0,1,0,0
rock,rock_152,0,0,0,0,0,0
rock,rock_152,1,0,1,0,0,0
rock,rock_152,2,0,0,0,0,0
rock,rock_152,3,1,0,0,0,0
rock,rock_152,4,0,1,0,0,0
rock,rock_152,5,0,0,0,0,0
rock,rock_152,6,1,0,0,0,0
rock,rock_152,7,0,1,0,0,0
rock,rock_152,8,0,0,0,0,0
rock,rock_152,9,1,0,0,0,0
rock,rock_152,10,0,1,0,0,0
rock,rock_152,11,0,0,0,0,0
rock,rock_152,12,1,0,0,0,0
rock,rock_152,13,0,1,0,0,0
rock,rock_152,14,0,0,0,0,0
rock,rock_152,15,1,0,0,0,0
rock,rock_153,0,0,1,1,0,1
rock,rock_153,1,0,0,0,0,0
rock,rock_153,2,0,1,0,0,1
rock,rock_153,3,0,0,0,0,0
rock,rock_153,4,0,1,1,0,1
rock,rock_153,5,0,0,0,0,0
rock,rock_153,6,0,1,0,0,1
rock,rock_153,7,0,0,0,0,0
rock,rock_153,8,0,1,1,0,1
rock,rock_153,9,0,0,0,0,0
rock,rock_153,10,0,1,0,0,1
rock,rock_153,11,0,0,0,0,0
rock,rock_153,12,0,1,1,0,1
rock,rock_153,13,0,0,0,0,0
rock,rock_153,14,1,0,0,0,0
rock,rock_153,15,0,0,0,0,0
rock,rock_154,0,0,1,0,0,0
rock,rock_154,1,0,1,0,0,0
rock,rock_154,2,0,0,1,1,0
rock,rock_154,3,0,0,0,1,0
rock,rock_154,4,1,0,0,0,0
rock,rock_154,5,1,0,0,0,0
rock,rock_154,6,0,1,0,0,0
rock,rock_154,7,0,1,0,0,0
rock,rock_154,8,0,0,0,1,0
rock,rock_154,9,0,0,0,1,0
rock,rock_154,10,0,0,0,1,0
rock,rock_154,11,0,0,0,1,0
rock,rock_154,12,0,0,0,0,1
rock,rock_154,13,0,0,0,0,1
rock,rock_154,14,0,0,0,0,1
rock,rock_154,15,0,0,0,0,1
rock,rock_155,0,0,1,0,0,0
rock,rock_155,1,0,1,0,0,0
rock,rock_155,2,0,0,0,0,0
rock,rock_155,3,1,0,0,0,0
rock,rock_155,4,0,1,0,0,0
rock,rock_155,5,0,1,0,0,0
rock,rock_155,6,0,0,0,0,0
rock,rock_155,7,1,0,0,0,0
rock,rock_155,8,0,1,0,0,0
rock,rock_155,9,0,1,0,0,0
rock,rock_155,10,0,0,0,0,0
rock,rock_155,11,0,0,0,1,0
rock,rock_155,12,0,0,0,1,0
rock,rock_155,13,0,0,0,0,1
rock,rock_155,14,0,0,0,0,1
rock,rock_155,15,0,0,0,0,0
rock,rock_156,0,0,0,0,0,0
rock,rock_156,1,0,0,0,0,0
rock,rock_156,2,0,0,0,0,0
rock,rock_156,3,0,0,0,0,0
rock,rock_156,4,0,1,0,0,0
rock,rock_156,5,0,0,0,0,0
rock,rock_156,6,0,0,0,0,0
rock,rock_156,7,0,0,0,0,0
rock,rock_156,8,1,0,0,0,0
rock,rock_156,9,0,0,0,0,0
rock,rock_156,10,1,0,0,0,0
rock,rock_156,11,0,0,0,0,0
rock,rock_156,12,0,1,0,0,0
rock,rock_156,13,0,0,0,0,0
rock,rock_156,14,0,0,0,0,0
rock,rock_156,15,0,0,0,0,0
rock,rock_157,0,1,0,0,0,0
rock,rock_157,1,0,0,0,0,0
rock,rock_157,2,0,1,0,0,0
rock,rock_157,3,0,0,0,0,0
rock,rock_157,4,0,0,0,0,0
rock,rock_157,5,1,0,0,0,0
rock,rock_157,6,0,1,0,0,0
rock,rock_157,7,0,0,0,0,0
rock,rock_157,8,1,0,0,0,0
rock,rock_157,9,0,0,0,0,0
rock,rock_157,10,0,1,0,0,0
rock,rock_157,11,0,1,0,0,0
rock,rock_157,12,0,0,0,0,0
rock,rock_157,13,1,0,0,0,0
rock,rock_157,14,0,1,0,0,1
rock,rock_157,15,0,0,0,0,0
rock,rock_158,0,0,0,0,0,0
rock,rock_158,1,0,0,0,0,0
rock,rock_158,2,0,0,0,0,0
rock,rock_158,3,0,0,0,0,0
rock,rock_158,4,0,1,0,0,0
rock,rock_158,5,0,0,0,0,0
rock,rock_158,6,0,0,1,0,0
rock,rock_158,7,0,0,0,0,0
rock,rock_158,8,1,0,0,0,0
rock,rock_158,9,0,0,0,0,0
rock,rock_158,10,0,0,0,0,0
rock,rock_158,11,0,0,0,0,0
rock,rock_158,12,0,1,0,0,0
rock,rock_158,13,0,0,0,0,0
rock,rock_158,14,0,0,1,0,0
rock,rock_158,15,0,0,0,0,0
rock,rock_159,0,0,0,0,0,0
rock,rock_159,1,0,0,0,0,0
rock,rock_159,2,0,0,0,0,0
rock,rock_159,3,0,0,0,0,0
rock,rock_159,4,0,1,0,0,0
rock,rock_159,5,0,0,0,0,0
rock,rock_159,6,0,0,0,0,0
rock,rock_159,7,0,1,0,0,0
rock,rock_159,8,0,0,0,0,0
rock,rock_159,9,0,1,0,0,0
rock,rock_159,10,1,0,0,0,0
rock,rock_159,11,0,0,0,0,0
rock,rock_159,12,0,1,0,0,0
rock,rock_159,13,0,0,0,0,0
rock,rock_159,14,0,0,0,0,0
rock,rock_159,15,0,0,0,0,0
rock,rock_160,0,0,0,0,0,0
rock,rock_160,1,0,0,0,0,0
rock,rock_160,2,0,0,0,0,0
rock,rock_160,3,0,0,0,0,0
rock,rock_160,4,0,1,0,0,0
rock,rock_160,5,0,0,0,0,0
rock,rock_160,6,1,0,0,0,0
rock,rock_160,7,0,0,0,0,0
rock,rock_160,8,1,0,0,0,0
rock,rock_160,9,0,0,0,0,0
rock,rock_160,10,0,0,0,0,0
rock,rock_160,11,0,0,0,0,0
rock,rock_160,12,0,1,0,0,0
rock,rock_160,13,0,0,0,0,0
rock,rock_160,14,0,0,0,0,0
rock,rock_160,15,0,0,0,0,0
rock,rock_161,0,1,0,0,0,0
rock,rock_161,1,1,0,0,0,0
rock,rock_161,2,0,0,0,0,0
rock,rock_161,3,0,0,0,0,0
rock,rock_161,4,0,1,0,0,0
rock,rock_161,5,0,0,0,0,0
rock,rock_161,6,0,0,0,0,0
rock,rock_161,7,0,0,0,0,0
rock,rock_161,8,1,0,0,0,0
rock,rock_161,9,0,0,0,0,0
rock,rock_161,10,0,1,0,0,0
rock,rock_161,11,0,1,0,0,0
rock,rock_161,12,0,0,0,0,0
rock,rock_161,13,0,0,0,0,0
rock,rock_161,14,0,1,0,0,0
rock,rock_161,15,0,0,0,0,0
rock,rock_162,0,0,0,0,0,0
rock,rock_162,1,0,0,0,0,0
rock,rock_162,2,0,0,0,0,0
rock,rock_162,3,0,0,0,0,0
rock,rock_162,4,0,0,0,0,0
rock,rock_162,5,0,0,0,0,0
rock,rock_162,6,0,0,0,0,0
rock,rock_162,7,0,0,0,0,0
rock,rock_162,8,0,0,0,0,0
rock,rock_162,9,0,0,0,0,0
rock,rock_162,10,0,0,0,0,0
rock,rock_162,11,0,0,0,0,0
rock,rock_162,12,0,0,0,0,0
rock,rock_162,13,0,0,0,0,0
rock,rock_162,14,0,0,0,1,0
rock,rock_162,15,0,0,0,1,0
rock,rock_163,0,1,0,0,0,0
rock,rock_163,1,0,0,0,0,0
rock,rock_163,2,0,0,0,0,0
rock,rock_163,3,0,0,0,0,0
rock,rock_163,4,0,1,0,0,0
rock,rock_163,5,0,0,0,0,0
rock,rock_163,6,1,0,0,0,0
rock,rock_163,7,0,0,0,0,0
rock,rock_163,8,1,0,0,0,0
rock,rock_163,9,0,0,0,0,0
rock,rock_163,10,0,0,0,0,0
rock,rock_163,11,0,0,0,0,0
rock,rock_163,12,0,1,0,0,0
rock,rock_163,13,0,0,0,0,0
rock,rock_163,14,0,0,0,0,0
rock,rock_163,15,0,0,0,0,0
rock,rock_164,0,0,1,0,0,0
rock,rock_164,1,0,0,0,0,0
rock,rock_164,2,0,1,0,0,0
rock,rock_164,3,0,0,0,0,0
rock,rock_164,4,0,1,0,0,0
rock,rock_164,5,0,1,0,0,0
rock,rock_164,6,0,0,0,0,0
rock,rock_164,7,0,0,0,0,0
rock,rock_164,8,0,0,0,1,0
rock,rock_164,9,0,0,0,0,0
rock,rock_164,10,0,0,0,0,0
rock,rock_164,11,0,0,0,1,0
rock,rock_164,12,0,0,0,1,0
rock,rock_164,13,0,0,0,0,0
rock,rock_164,14,0,0,0,0,1
rock,rock_164,15,0,0,0,0,0
rock,rock_165,0,0,0,1,0,0
rock,rock_165,1,0,0,0,0,0
rock,rock_165,2,0,0,1,0,0
rock,rock_165,3,0,0,0,0,0
rock,rock_165,4,0,0,1,0,0
rock,rock_165,5,0,0,0,0,0
rock,rock_165,6,0,1,1,0,0
rock,rock_165,7,0,0,1,1,0
rock,rock_165,8,0,0,0,0,0
rock,rock_165,9,0,0,1,1,0
rock,rock_165,10,0,0,0,1,0
rock,rock_165,11,0,0,0,0,1
rock,rock_165,12,1,0,0,0,0
rock,rock_165,13,0,0,0,0,0
rock,rock_165,14,0,0,0,0,0
rock,rock_165,15,1,0,0,0,0
rock,rock_166,0,0,1,0,0,0
rock,rock_166,1,0,1,0,0,0
rock,rock_166,2,0,0,0,0,0
rock,rock_166,3,0,1,0,0,0
rock,rock_166,4,1,0,0,0,0
rock,rock_166,5,0,0,0,0,0
rock,rock_166,6,0,1,1,0,0
rock,rock_166,7,0,0,0,0,0
rock,rock_166,8,0,1,0,0,0
rock,rock_166,9,0,0,0,0,0
rock,rock_166,10,1,0,0,0,0
rock,rock_166,11,0,0,0,0,0
rock,rock_166,12,0,1,1,0,0
rock,rock_166,13,0,0,0,0,0
rock,rock_166,14,0,0,0,0,0
rock,rock_166,15,0,0,0,0,0
rock,rock_167,0,0,1,0,0,1
rock,rock_167,1,0,1,0,0,1
rock,rock_167,2,0,1,0,0,1
rock,rock_167,3,0,1,0,0,1
rock,rock_167,4,0,1,0,0,1
rock,rock_167,5,0,1,0,0,1
rock,rock_167,6,0,1,0,0,1
rock,rock_167,7,0,1,0,0,1
rock,rock_167,8,0,1,0,0,1
rock,rock_167,9,0,1,0,0,1
rock,rock_167,10,0,1,1,0,1
rock,rock_167,11,1,0,0,0,0
rock,rock_167,12,0,1,0,0,1
rock,rock_167,13,0,0,0,0,0
rock,rock_167,14,0,0,0,0,0
rock,rock_167,15,0,0,0,0,0
rock,rock_168,0,1,0,0,0,0
rock,rock_168,1,0,0,0,0,0
rock,rock_168,2,0,0,0,0,0
rock,rock_168,3,0,0,0,0,0
rock,rock_168,4,0,1,0,0,0
rock,rock_168,5,0,0,0,0,0
rock,rock_168,6,1,0,0,0,0
rock,rock_168,7,0,1,0,0,0
rock,rock_168,8,0,0,0,0,0
rock,rock_168,9,0,0,0,0,0
rock,rock_168,10,0,0,0,0,0
rock,rock_168,11,0,0,0,0,0
rock,rock_168,12,0,1,0,0,0
rock,rock_168,13,0,0,0,0,0
rock,rock_168,14,1,0,1,0,0
rock,rock_168,15,0,0,0,0,0
rock,rock_169,0,1,0,1,0,0
rock,rock_169,1,0,0,1,0,0
rock,rock_169,2,0,0,1,0,0
rock,rock_169,3,1,0,1,0,0
rock,rock_169,4,0,1,1,0,0
rock,rock_169,5,0,0,1,0,0
rock,rock_169,6,0,0,1,0,0
rock,rock_169,7,0,0,1,0,0
rock,rock_169,8,0,0,1,0,0
rock,rock_169,9,1,0,1,0,0
rock,rock_169,10,1,0,1,0,0
rock,rock_169,11,0,0,1,0,0
rock,rock_169,12,0,1,1,0,0
rock,rock_169,13,1,0,1,0,0
rock,rock_169,14,0,0,1,0,0
rock,rock_169,15,1,0,1,0,0
rock,rock_170,0,0,0,0,1,1
rock,rock_170,1,0,0,0,0,0
rock,rock_170,2,0,0,0,1,1
rock,rock_170,3,0,0,0,0,0
rock,rock_170,4,0,0,1,1,1
rock,rock_170,5,0,0,0,0,0
rock,rock_170,6,0,0,0,1,1
rock,rock_170,7,0,0,1,0,0
rock,rock_170,8,0,0,0,1,1
rock,rock_170,9,0,0,0,0,0
rock,rock_170,10,0,0,0,1,1
rock,rock_170,11,0,0,0,0,0
rock,rock_170,12,0,0,1,1,1
rock,rock_170,13,0,0,0,0,0
rock,rock_170,14,0,0,0,1,1
rock,rock_170,15,0,0,0,0,0
rock,rock_171,0,1,0,0,0,0
rock,rock_171,1,0,0,0,0,0
rock,rock_171,2,0,0,0,0,0
rock,rock_171,3,1,0,0,0,0
rock,rock_171,4,0,1,0,0,0
rock,rock_171,5,0,0,0,0,0
rock,rock_171,6,0,0,0,0,0
rock,rock_171,7,1,0,0,0,0
rock,rock_171,8,1,0,0,0,0
rock,rock_171,9,0,0,0,0,0
rock,rock_171,10,0,0,0,0,0
rock,rock_171,11,1,0,0,0,0
rock,rock_171,12,0,1,0,0,0
rock,rock_171,13,0,0,0,0,0
rock,rock_171,14,0,0,0,0,0
rock,rock_171,15,1,0,0,0,0
rock,rock_172,0,0,0,0,0,0
rock,rock_172,1,0,0,0,0,0
rock,rock_172,2,0,0,0,0,0
rock,rock_172,3,0,0,1,0,0
rock,rock_172,4,0,0,0,0,0
rock,rock_172,5,0,0,0,0,0
rock,rock_172,6,0,0,0,0,0
rock,rock_172,7,0,0,0,0,0
rock,rock_172,8,0,0,0,0,0
rock,rock_172,9,0,0,0,0,0
rock,rock_172,10,0,0,0,0,0
rock,rock_172,11,0,0,0,0,0
rock,rock_172,12,0,0,1,0,0
rock,rock_172,13,0,0,0,0,0
rock,rock_172,14,0,1,0,0,0
rock,rock_172,15,0,1,0,0,0
rock,rock_173,0,1,0,0,0,0
rock,rock_173,1,0,0,1,0,0
rock,rock_173,2,0,0,1,0,0
rock,rock_173,3,0,0,1,0,0
rock,rock_173,4,0,1,0,0,0
rock,rock_173,5,0,0,1,0,0
rock,rock_173,6,0,0,1,0,0
rock,rock_173,7,1,0,1,0,0
rock,rock_173,8,1,0,1,0,0
rock,rock_173,9,0,0,1,0,0
rock,rock_173,10,0,0,1,0,0
rock,rock_173,11,0,0,1,0,0
rock,rock_173,12,0,1,1,0,0
rock,rock_173,13,0,0,0,0,0
rock,rock_173,14,0,0,1,0,0
rock,rock_173,15,1,0,1,0,0
rock,rock_174,0,0,0,1,0,0
rock,rock_174,1,0,0,0,0,0
rock,rock_174,2,0,0,0,0,0
rock,rock_174,3,0,0,0,0,0
rock,rock_174,4,0,0,0,0,0
rock,rock_174,5,0,0,0,0,0
rock,rock_174,6,0,0,0,0,0
rock,rock_174,7,0,0,0,0,0
rock,rock_174,8,0,0,1,0,0
rock,rock_174,9,0,0,0,0,0
rock,rock_174,10,0,0,0,0,0
rock,rock_174,11,0,0,0,0,0
rock,rock_174,12,0,0,1,0,0
rock,rock_174,13,0,0,0,0,0
rock,rock_174,14,0,0,0,0,0
rock,rock_174,15,0,0,0,0,0
rock,rock_175,0,0,0,0,0,0
rock,rock_175,1,0,0,0,0,0
rock,rock_175,2,1,0,0,0,0
rock,rock_175,3,0,0,0,0,0
rock,rock_175,4,0,1,1,0,0
rock,rock_175,5,0,0,0,0,0
rock,rock_175,6,1,1,1,0,0
rock,rock_175,7,0,0,0,0,0
rock,rock_175,8,0,0,1,0,0
rock,rock_175,9,0,0,0,0,0
rock,rock_175,10,1,0,0,0,0
rock,rock_175,11,0,0,0,0,0
rock,rock_175,12,0,1,1,0,0
rock,rock_175,13,0,0,0,0,0
rock,rock_175,14,1,1,0,0,0
rock,rock_175,15,0,1,0,0,0
rock,rock_176,0,0,0,0,0,0
rock,rock_176,1,0,0,0,0,0
rock,rock_176,2,0,0,0,0,0
rock,rock_176,3,0,1,0,0,0
rock,rock_176,4,0,0,1,0,0
rock,rock_176,5,0,1,0,0,0
rock,rock_176,6,0,0,0,0,1
rock,rock_176,7,0,1,1,0,0
rock,rock_176,8,0,1,0,0,0
rock,rock_176,9,0,1,0,0,0
rock,rock_176,10,0,0,0,0,0
rock,rock_176,11,0,1,0,0,0
rock,rock_176,12,0,1,0,0,0
rock,rock_176,13,0,1,0,0,0
rock,rock_176,14,0,1,0,0,0
rock,rock_176,15,0,1,0,0,0
rock,rock_177,0,0,1,0,0,0
rock,rock_177,1,0,0,0,0,0
rock,rock_177,2,1,0,0,0,0
rock,rock_177,3,0,0,0,0,0
rock,rock_177,4,0,1,0,0,0
rock,rock_177,5,0,0,0,0,0
rock,rock_177,6,1,0,0,0,0
rock,rock_177,7,0,0,0,0,0
rock,rock_177,8,0,0,0,1,0
rock,rock_177,9,0,0,0,0,0
rock,rock_177,10,0,0,0,1,0
rock,rock_177,11,0,0,0,0,0
rock,rock_177,12,0,0,0,0,0
rock,rock_177,13,0,0,0,0,0
rock,rock_177,14,0,0,0,0,0
rock,rock_177,15,0,0,0,0,0
rock,rock_178,0,1,0,0,0,1
rock,rock_178,1,0,1,0,0,0
rock,rock_178,2,0,1,0,0,0
rock,rock_178,3,0,1,0,0,0
rock,rock_178,4,1,1,0,0,0
rock,rock_178,5,0,1,0,0,0
rock,rock_178,6,0,0,0,0,0
rock,rock_178,7,0,1,0,0,0
rock,rock_178,8,0,1,0,0,0
rock,rock_178,9,0,0,0,1,0
rock,rock_178,10,0,0,0,1,0
rock,rock_178,11,0,0,0,0,0
rock,rock_178,12,0,0,0,0,1
rock,rock_178,13,0,0,0,0,1
rock,rock_178,14,1,0,0,0,0
rock,rock_178,15,0,0,0,0,0
rock,rock_179,0,0,0,0,0,0
rock,rock_179,1,0,0,0,0,0
rock,rock_179,2,0,0,0,0,0
rock,rock_179,3,0,0,0,0,0
rock,rock_179,4,0,0,0,0,0
rock,rock_179,5,0,0,0,0,0
rock,rock_179,6,0,0,0,1,0
rock,rock_179,7,0,0,0,0,0
rock,rock_179,8,0,1,0,0,0
rock,rock_179,9,0,0,0,0,0
rock,rock_179,10,0,0,0,1,0
rock,rock_179,11,0,0,0,0,0
rock,rock_179,12,0,1,0,0,0
rock,rock_179,13,0,0,0,0,0
rock,rock_179,14,0,1,0,0,1
rock,rock_179,15,0,0,0,0,0
rock,rock_180,0,0,1,0,0,0
rock,rock_180,1,0,1,0,0,0
rock,rock_180,2,0,0,0,0,1
rock,rock_180,3,0,0,0,0,1
rock,rock_180,4,1,0,0,0,0
rock,rock_180,5,1,0,0,0,0
rock,rock_180,6,0,0,0,0,1
